ApplStandard,MEPSComp,N-Standard,Model_No,Family Name,avg_pwr_standby_mode,Brand,C-Dehumid_Rated,Configuration1,Configuration2,Configuration2-unitmount,Configuration3_Sink,Configuration3_Source,Country,C-Power_Inp_Rated,C-Sens_Cool_Rated,C-Total Cool Rated,Depth,H2_COP,H2_HeatPwrCapacity,H2_HeatPwrInput,Height,H-Power_Inp_Rated,H-Total Heat Rated,indoorType,EERtestAvg,COPtestAvg,Invert,Setting_cool,Setting_heat,Pnoc,Pnoh,VSCP_EER50,VSCP_COP50,eermepslev,TestedOutputEER,TestedOutputCOP,AnnualOutputEER,AnnualOutputCOP,PL_EERMEPS,PL_COPMEPS,sri2010_cool,sri2010_heat,Star2010_Cool,Star2010_Heat,outdoortype,Phase,Refrigerant,Sold_in,Submit_ID,ExpDate,GrandDate,SubmitStatus,Type,Width,Product Class,Demand Response 1,Demand Response 2,Demand Response 4,Demand Response 5,Demand Response 6,Demand Response 7,PartNumber,EER,Availability Status,star2000_cool,star2000_heat,Product Website,Representative Brand URL,Variable Output Compressor,Star Image Large,Star Image Small,Registration Number,Is variable speed,Type variable output,Var output compressor,Variable output rated as fixed sp,No HSPF,Rated Total Cool Capacity W,Rated cooling power input W,Have T1 half cap results,T1_half_cap_power_rated,T1_half_cap_cooling_cap_rated,Have T1 min cap results,T1_min_cap_power_rated,T1_min_cap_cooling_cap_rated,Have low temp cool full cap results,Low temp cooling full cap power rated,Low temp cooling full cap rated,Have low temp cool half cap results,Low temp cooling half cap power rated,Low temp cooling half cap rated,Have low temp cool min cap results,Low temp cooling min cap power rated,Low temp cooling min cap rated,Rated Heating Capacity watts,Rated heating power input watts,H1_half_cap_power_rated,H1_half_cap_heat_cap_rated,Have H1 min cap results,H1_min_cap_power_rated,H1_min_cap_heat_cap_rated,Have H2 extended mode results,H2_ext_cap_power_rated,H2_ext_cap_heat_cap_rated,Have H2 full mode results,H2_full_cap_power_rated,H2_full_cap_heat_cap_rated,Have H2 half capacity results,H2_half_cap_power_rated,H2_half_cap_heat_cap_rated,Have H2 min capacity results,H2_min_cap_power_rated,H2_min_cap_heat_cap_rated,Have H3 extended mode results,H3_ext_cap_power_rated,H3_ext_cap_heat_cap_rated,Have H3 full mode results,H3_full_cap_power_rated,H3_full_cap_heat_cap_rated,Have H3 half capacity results,H3_half_cap_power_rated,H3_half_cap_heat_cap_rated,indoor_sound_level,outdoor_sound_level,Residential TCSPF_cold,Residential TCSPF_mixed,Residential TCSPF_hot,Commercial TCSPF_cold,Commercial TCSPF_mixed,Commercial TCSPF_hot,Residential tcec_cold,Residential tcec_mixed,Residential tcec_hot,Commercial tcec_cold,Commercial tcec_mixed,Commercial tcec_hot,c_star_cold,c_star_mixed,c_star_hot,Residential HSPF_cold,Residential HSPF_mixed,Residential HSPF_hot,Commercial HSPF_cold,Commercial HSPF_mixed,Commercial HSPF_hot,Residential thec_cold,Residential thec_mixed,Residential thec_hot,Commercial thec_cold,Commercial thec_mixed,Commercial thec_hot,h_star_cold,h_star_mixed,h_star_hot,Outdoor unit only,Have_water_tank,Rated cool power input with water,Rated cool cap with water W,Rated cool cap with water kW,Residential tcec_cold with water,Residential tcec_mixed with water,Residential tcec_hot with water,PIA inoperative power,Rated AEER,Rated ACOP
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,42SHV052P1/38SHV052P1,,,Carrier,0.7,Ducted,Single Split System,,Air,Air,China,1.45,4.3,5.0,,0.0,,,,1.65,5.7,Enthalpy Test Room,3.6504,3.5358,True,55.0,,9.0,10.8,4.70826010544815,4.51384615384615,,,,3.57469210730896,3.45851222878172,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",85653,2019-11-19,,Approved,Reverse Cycle,,Class 6,False,,False,,,,,3.6504,Available,,,http://www.midea.com.cn/,http://www.ahi-carrier.com.au/,True,,,AAC1298,,Variable output compressor,Inverter,,,,1.45,,,,,,,,,,,,,,,,,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3774,3.3798
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,FDYQT180L / RZYQ7P,,,DAIKIN,2.8,Ducted,Single Split System,Under ceiling,Air,Air,Thailand,5.638,15.2,18.0,,0.0,,,,5.836,20.0,Enthalpy Test Room,3.2061,3.471,True,84.1,,34.6,34.6,0.0,0.0,,,,3.14094931874276,3.40275150253329,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,Fiji,New Zealand",85674,2020-06-09,,Approved,Reverse Cycle,,Class 7,False,,False,False,False,False,KRP58M51,3.2061,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC1580,,Variable output compressor,Inverter,,,,5.638,,,,,,,,,,,,,,,,,5.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1277,3.3597
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,FHQ100BW / RZQS100AV,,,DAIKIN,2.8,Non Ducted,Single Split System,Under ceiling,Air,Air,Thailand,2.85,6.4,9.2,,0.0,0.0,0.0,,3.26,10.5,Enthalpy Test Room,3.1857,3.4167,True,93.0,,29.8,37.2,5.2954808806489,4.24730290456432,,,,3.07509435575394,3.27869800137199,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",85675,2020-09-15,,Approved,Reverse Cycle,,Class 4,False,,False,,,,,3.1857,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC1792,,Variable output compressor,Inverter,,,,2.85,,,,,,,,,,,,,,,,,3.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1179,3.1012
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,FDYQT200L / RZYQ8P,,,DAIKIN,3.6,Ducted,Single Split System,Under ceiling,Air,Air,Thailand,6.081,16.4,20.0,,0.0,,,,6.166,22.4,Enthalpy Test Room,3.3169,3.6445,True,84.15,,34.6,34.6,0.0,0.0,,,,3.25430287572597,3.57666496682767,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",85678,2020-06-01,,Approved,Reverse Cycle,,Class 11,False,,False,True,True,True,KRP58M51,3.3169,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC1569,,Variable output compressor,Inverter,,,,6.081,,,,,,,,,,,,,,,,,6.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2269,3.5652
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,FDYQT250L / RZQ10P,,,DAIKIN,6.2,Ducted,Single Split System,Under ceiling,Air,Air,Thailand,7.47,17.8,24.0,,0.0,,,,8.139,26.8,Enthalpy Test Room,3.2168,3.3002,True,85.477,,67.6,67.6,0.0,0.0,,,,3.12122683844291,3.21004344434076,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",85680,2020-06-01,,Approved,Reverse Cycle,,Class 11,False,,False,True,False,False,KRP58M51,3.2168,Available,,,http://www.daikin.com.au/,http://www.daikin.com.au,True,,,AAC1568,,Variable output compressor,Inverter,,,,7.47,,,,,,,,,,,,,,,,,8.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1175,3.2029
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SACC18C-S/SCCF18C1S,,,Braemar,3.1,Ducted,Single Split System,,Air,,Thailand,4.9,13.5,16.6,,0.0,,,,,,Enthalpy Test Room,3.3843,0.0,False,,,1.0,,0.0,0.0,,,,3.38197124102046,0.0,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",85682,2019-11-20,,Approved,Cooling Only,,Class 7,False,,False,,,,,3.3843,Available,,,https://www.seeleyinternational.com/,http://www.braemar.com.au/,False,,,AAC1306,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3854,0.0
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,BD15A/SCHF13C1S,SDHF15C1S/SCHF13C1S,,Braemar,1.7,Ducted,Single Split System,,Air,Air,Thailand,4.26,11.7,13.4,660.0,0.0,,,360.0,3.75,13.4,Enthalpy Test Room,3.1224,3.5919,False,,,3.0,3.0,0.0,0.0,,,,3.11498570807038,3.58212714421217,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",85684,2019-11-19,,Approved,Reverse Cycle,1400.0,Class 7,False,,False,True,False,False,04-0120-0121525 DR +  04-0140-0105902 R1,3.1224,Available,,,https://www.seeleyinternational.com/,http://www.braemar.com.au/,False,,,AAC1305,,,,,,,4.26,,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1381,3.5637
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SDHF15C1S/BC13A,SDHF15C1S/SCHF13C1S,,Braemar,1.7,Ducted,Single Split System,,Air,Air,Thailand,4.26,11.7,13.4,660.0,0.0,,,360.0,3.75,13.4,Enthalpy Test Room,3.1224,3.5919,False,,,3.0,3.0,0.0,0.0,,,,3.11498570807038,3.58212714421217,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",85684,2019-11-19,,Approved,Reverse Cycle,1400.0,Class 7,False,,False,True,False,False,04-0120-0121525 DR +  04-0140-0105902 R1,3.1224,Available,,,https://www.seeleyinternational.com/,http://www.braemar.com.au/,False,,,AAC1305,,,,,,,4.26,,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1381,3.5637
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SDHF15C1S/SCHF13C1S,SDHF15C1S/SCHF13C1S,,Braemar,1.7,Ducted,Single Split System,,Air,Air,Thailand,4.26,11.7,13.4,660.0,0.0,,,360.0,3.75,13.4,Enthalpy Test Room,3.1224,3.5919,False,,,3.0,3.0,0.0,0.0,,,,3.11498570807038,3.58212714421217,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",85684,2019-11-19,,Approved,Reverse Cycle,1400.0,Class 7,False,,False,True,False,False,04-0120-0121525 DR +  04-0140-0105902 R1,3.1224,Available,,,https://www.seeleyinternational.com/,http://www.braemar.com.au/,False,,,AAC1305,,,,,,,4.26,,,,,,,,,,,,,,,,,3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1381,3.5637
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,BD15A/SCHF15C3S,SDHF15C1S/SCHF15C3S,,Braemar,2.5,Ducted,Single Split System,,Air,Air,Thailand,4.82,12.5,15.0,660.0,0.0,,,360.0,4.0,14.6,Enthalpy Test Room,3.1123,3.6481,False,,,3.0,3.0,0.0,0.0,,,,3.10575086886461,3.63891426660077,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",85686,2019-11-11,,Approved,Reverse Cycle,1400.0,Class 7,False,,False,True,False,False,04-0120-0121525 DR +  04-0140-0105902 R1,3.1123,Available,,,https://www.seeleyinternational.com/,http://www.braemar.com.au/,False,,,AAC1287,,,,,,,4.82,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1055,3.6408
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SDHF15C1S/BC153A,SDHF15C1S/SCHF15C3S,,Braemar,2.5,Ducted,Single Split System,,Air,Air,Thailand,4.82,12.5,15.0,660.0,0.0,,,360.0,4.0,14.6,Enthalpy Test Room,3.1123,3.6481,False,,,3.0,3.0,0.0,0.0,,,,3.10575086886461,3.63891426660077,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",85686,2019-11-11,,Approved,Reverse Cycle,1400.0,Class 7,False,,False,True,False,False,04-0120-0121525 DR +  04-0140-0105902 R1,3.1123,Available,,,https://www.seeleyinternational.com/,http://www.braemar.com.au/,False,,,AAC1287,,,,,,,4.82,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1055,3.6408
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SDHF15C1S/SCHF15C3S,SDHF15C1S/SCHF15C3S,,Braemar,2.5,Ducted,Single Split System,,Air,Air,Thailand,4.82,12.5,15.0,660.0,0.0,,,360.0,4.0,14.6,Enthalpy Test Room,3.1123,3.6481,False,,,3.0,3.0,0.0,0.0,,,,3.10575086886461,3.63891426660077,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",85686,2019-11-11,,Approved,Reverse Cycle,1400.0,Class 7,False,,False,True,False,False,04-0120-0121525 DR +  04-0140-0105902 R1,3.1123,Available,,,https://www.seeleyinternational.com/,http://www.braemar.com.au/,False,,,AAC1287,,,,,,,4.82,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1055,3.6408
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,BD15A/SCHF15C1S,SDHF15C1S/SCHF15C1S,,Braemar,2.6,Ducted,Single Split System,,Air,Air,Thailand,4.82,12.4,15.0,,0.0,,,,4.32,14.9,Enthalpy Test Room,3.1086,3.4298,False,,,3.0,3.0,0.0,0.0,,,,3.10206073438734,3.42173192277322,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",85688,2019-11-19,,Approved,Reverse Cycle,,Class 7,False,,False,True,False,False,04-0120-0121525 DR +  04-0140-0105902 R1,3.1086,Available,,,https://www.seeleyinternational.com/,http://www.braemar.com.au/,False,,,AAC1300,,,,,,,4.82,,,,,,,,,,,,,,,,,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1055,3.441
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SDHF15C1S/BC15A,SDHF15C1S/SCHF15C1S,,Braemar,2.6,Ducted,Single Split System,,Air,Air,Thailand,4.82,12.4,15.0,,0.0,,,,4.32,14.9,Enthalpy Test Room,3.1086,3.4298,False,,,3.0,3.0,0.0,0.0,,,,3.10206073438734,3.42173192277322,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",85688,2019-11-19,,Approved,Reverse Cycle,,Class 7,False,,False,True,False,False,04-0120-0121525 DR +  04-0140-0105902 R1,3.1086,Available,,,https://www.seeleyinternational.com/,http://www.braemar.com.au/,False,,,AAC1300,,,,,,,4.82,,,,,,,,,,,,,,,,,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1055,3.441
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,SDHF15C1S/SCHF15C1S,SDHF15C1S/SCHF15C1S,,Braemar,2.6,Ducted,Single Split System,,Air,Air,Thailand,4.82,12.4,15.0,,0.0,,,,4.32,14.9,Enthalpy Test Room,3.1086,3.4298,False,,,3.0,3.0,0.0,0.0,,,,3.10206073438734,3.42173192277322,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Single,R410A,"Australia,New Zealand",85688,2019-11-19,,Approved,Reverse Cycle,,Class 7,False,,False,True,False,False,04-0120-0121525 DR +  04-0140-0105902 R1,3.1086,Available,,,https://www.seeleyinternational.com/,http://www.braemar.com.au/,False,,,AAC1300,,,,,,,4.82,,,,,,,,,,,,,,,,,4.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1055,3.441
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,YV2VYH010KAR-D-X,,,YORK,1.467,Ducted,Multiple split - VRF,,Air,Air,China,3.09,8.633,10.1,,0.0,,,,2.69,11.8,Enthalpy Test Room,3.2665,4.1864,True,,,10.0,10.0,0.0,0.0,,,,3.23119688158988,4.13494431909164,,,,,,,None,Single,R410A,"Australia,Fiji,New Zealand",85700,2019-11-28,,Approved,Reverse Cycle,,Class 10,False,,False,,,,,3.2665,Available,,,,,True,,,AAC1313,,Variable output compressor,Inverter,,,,3.09,,,,,,,,,,,,,,,,,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2332,4.3322
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,YV2VYH015KAR-D-A,,,YORK,0.83,Ducted,Multiple split - VRF,,Air,Air,China,4.25,14.17,15.0,,0.0,,,,4.38,17.6,Enthalpy Test Room,3.5128,3.9851,True,,,10.0,10.0,0.0,0.0,,,,3.48539388065901,3.95485550170526,,,,,,,None,Single,R410A,"Australia,Fiji,New Zealand",85702,2019-11-28,,Approved,Reverse Cycle,,Class 10,False,,False,,,,,3.5128,Available,,,,,True,,,AAC1317,,Variable output compressor,Inverter,,,,4.25,,,,,,,,,,,,,,,,,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5016,3.9875
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,YV2VYH015KAS-D-X,,,YORK,2.46,Ducted,Multiple split - VRF,,Air,Air,China,5.17,13.94,16.4,,0.0,,,,4.35,18.1,Enthalpy Test Room,3.1334,4.0672,True,,,10.0,10.0,0.0,0.0,,,,3.1133578663834,4.03613095776431,,,,,,,None,Three,R410A,"Australia,Fiji,New Zealand",85722,2019-11-28,,Approved,Reverse Cycle,,Class 10,False,,False,,,,,3.1334,Available,,,,,True,,,AAC1316,,Variable output compressor,Inverter,,,,5.17,,,,,,,,,,,,,,,,,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1515,4.1288
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Multi-Split],,AS/NZS 3823.1.4:2012,YV2VYT024KAS-D-X,,,YORK,6.25,Ducted,Multiple split - VRF,,Air,Air,China,5.95,16.15,22.4,,0.0,,,,6.18,25.0,Enthalpy Test Room,3.8544,4.1027,True,,,21.0,21.0,0.0,0.0,,,,3.80812783813301,4.05556869312826,,,,,,,None,Three,R410A,"Australia,Fiji,New Zealand",85724,2019-11-28,,Approved,Reverse Cycle,,Class 11,False,,False,,,,,3.8544,Available,,,,,True,,,AAC1310,,Variable output compressor,Inverter,,,,5.95,,,,,,,,,,,,,,,,,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7203,3.9994
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,GWH28ME-K3DNA1H/I(DRED) / GWH28ME-K3DNA4H/O(DRED),,,GREE,2.2,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.46,5.8,8.0,,0.0,,,,2.55,8.4,Calorimeter Room,3.1148,3.2496,True,87.6,,5.0,5.0,3.75251141552511,4.01623083859333,,,,3.09420204633659,3.22846470792098,,,1.6884,1.9569,1.5,1.5,Calorimeter Room,Single,R410A,"Australia,Fiji,New Zealand",85761,2019-11-19,,Approved,Reverse Cycle,,Class 4,True,True,False,True,True,True,,3.1148,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_1.5_1.5.png,AAC1304,,Variable output compressor,Inverter,,,,2.46,,,,,,,,,,,,,,,,,2.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2298,3.2724
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.2:2012,ISD164KYX/OSA164RKTGH,,,TEMPERZONE,2.38,Ducted,Single Split System,,Air,Air,"Australia,New Zealand",5.1,13.59,15.97,,0.0,,,,4.15,14.96,Enthalpy Test Room,3.1314,3.6048,True,100.0,,7.26,6.71,0.0,0.0,,,,3.11637800459234,3.58522597396522,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,Fiji,New Zealand",85794,2020-04-14,,Approved,Reverse Cycle,,Class 7,False,,True,,,,201000331,3.1314,Available,,,,http://temperzone.biz,True,,,AAC1511,,Variable output compressor,Digital Scroll,,,,5.1,,,,,,,,,,,,,,,,,4.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1164,3.5852
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.1.1:2012,DMORC28,,,MIDEA,1.45,Non Ducted,Single Split System,Wall Hung,Air,Air,China,2.37,6.7,8.15,258.0,0.0,,,343.0,2.7,9.3,Calorimeter Room,3.4323,3.5129,True,,,1.5,2.5,0.0,0.0,,,,3.42486543797321,3.50167585070727,,,2.3497,2.5034,2.0,2.5,Calorimeter Room,Single,R410A,"Australia,New Zealand",85897,2019-11-26,,Approved,Reverse Cycle,1186.0,Class 4,False,,False,,,,,3.4323,Available,,,,,True,,https://reg.energyrating.gov.au/static/common/images/star_ratings_2014/aircon_rating_2_2.5.png,AAC1309,,Variable output compressor,Inverter,,,,2.37,,,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4315,3.4337
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,PCG340U-G,PCG340V-M,,ACTRON AIR,5.973,Ducted,Packaged,,Air,Air,Australia,10.3,27.027,33.0,,0.0,,,,10.0,34.0,Enthalpy Test Room,3.1749,3.6026,True,,,65.2,65.2,0.0,0.0,,,,3.11144840335574,3.52550237001057,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",85898,2019-11-19,,Approved,Reverse Cycle,,Class 11,False,,True,,,,2020-069,3.1749,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,False,,,AAC1295,,Two Stage Compressor,,,,,10.3,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1368,3.3267
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,PCG340U-M615,PCG340V-M,,ACTRON AIR,5.973,Ducted,Packaged,,Air,Air,Australia,10.3,27.027,33.0,,0.0,,,,10.0,34.0,Enthalpy Test Room,3.1749,3.6026,True,,,65.2,65.2,0.0,0.0,,,,3.11144840335574,3.52550237001057,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",85898,2019-11-19,,Approved,Reverse Cycle,,Class 11,False,,True,,,,2020-069,3.1749,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,False,,,AAC1295,,Two Stage Compressor,,,,,10.3,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1368,3.3267
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,PCG340V-G,PCG340V-M,,ACTRON AIR,5.973,Ducted,Packaged,,Air,Air,Australia,10.3,27.027,33.0,,0.0,,,,10.0,34.0,Enthalpy Test Room,3.1749,3.6026,True,,,65.2,65.2,0.0,0.0,,,,3.11144840335574,3.52550237001057,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",85898,2019-11-19,,Approved,Reverse Cycle,,Class 11,False,,True,,,,2020-069,3.1749,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,False,,,AAC1295,,Two Stage Compressor,,,,,10.3,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1368,3.3267
GEMS (Air Conditioners and Heat Pumps) Determination 2013 [Non Multi-Split],MEPS Oct 2011,AS/NZS 3823.3:2002,PCG340V-M,PCG340V-M,,ACTRON AIR,5.973,Ducted,Packaged,,Air,Air,Australia,10.3,27.027,33.0,,0.0,,,,10.0,34.0,Enthalpy Test Room,3.1749,3.6026,True,,,65.2,65.2,0.0,0.0,,,,3.11144840335574,3.52550237001057,,,0.0,0.0,0.0,0.0,Enthalpy Test Room,Three,R410A,"Australia,New Zealand",85898,2019-11-19,,Approved,Reverse Cycle,,Class 11,False,,True,,,,2020-069,3.1749,Available,,,http://www.actronair.com.au/,http://www.actronair.com.au,False,,,AAC1295,,Two Stage Compressor,,,,,10.3,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1368,3.3267
